61ad37e1ff41f4be8fa0d410,1636101608,1637239354,61ad2921b0d5703410eccfb6,True,1,49.5,15,7
61ad37e1ff41f4be8fa0d411,1635035367,1635805773,61ad2919b0d5703410eccfa7,True,12,96.96,5,73
61ad37e1ff41f4be8fa0d412,1635280931,1636756881,61ad2920b0d5703410eccfb4,False,13,25.62,15,2
61ad37e1ff41f4be8fa0d413,1635196503,1636023094,61ad2913b0d5703410eccf9a,True,19,24.32,5,22
61ad37e1ff41f4be8fa0d414,1638456976,1639314969,61ad2919b0d5703410eccfa6,True,11,23.69,10,8
61ad37e1ff41f4be8fa0d415,1636441770,1637338572,61ad2917b0d5703410eccfa3,False,9,83.91,5,40
61ad37e1ff41f4be8fa0d416,1637163291,1638487131,61ad2917b0d5703410eccfa2,True,24,99.16,10,53
61ad37e1ff41f4be8fa0d417,1636431730,1638111774,61ad291bb0d5703410eccfab,False,16,51.32,5,11
61ad37e1ff41f4be8fa0d418,1635536742,1636604689,61ad291eb0d5703410eccfb1,False,30,94.79,5,63
61ad37e1ff41f4be8fa0d419,1635067225,1636753661,61ad291db0d5703410eccfaf,False,29,77.57,5,20
61ad37e1ff41f4be8fa0d41a,1637262595,1639034253,61ad2916b0d5703410eccfa1,True,16,59.01,5,36
61ad37e1ff41f4be8fa0d41b,1636033495,1636978459,61ad2913b0d5703410eccf9b,True,5,99.64,5,11
61ad37e1ff41f4be8fa0d41c,1636939837,1637509838,61ad291fb0d5703410eccfb2,False,14,70.41,15,28
61ad37e1ff41f4be8fa0d41d,1636131430,1637709539,61ad2918b0d5703410eccfa5,False,1,35.89,15,30
61ad37e1ff41f4be8fa0d41e,1635657168,1636041411,61ad291bb0d5703410eccfaa,True,4,31.24,15,15
61ad37e1ff41f4be8fa0d41f,1636216464,1637064833,61ad291cb0d5703410eccfad,True,15,19.46,5,4
61ad37e1ff41f4be8fa0d420,1638624689,1640276403,61ad2916b0d5703410eccfa0,False,15,79.4,10,44
61ad37e1ff41f4be8fa0d421,1637999225,1639138032,61ad2920b0d5703410eccfb5,True,1,53.25,10,16
61ad37e1ff41f4be8fa0d422,1638421465,1639654101,61ad2921b0d5703410eccfb7,True,6,41.06,15,14
61ad37e1ff41f4be8fa0d423,1635138018,1636532077,61ad291db0d5703410eccfae,True,3,95.74,5,45
61ad37e1ff41f4be8fa0d424,1636865229,1636990331,61ad2918b0d5703410eccfa4,True,8,79.85,5,60
61ad37e1ff41f4be8fa0d425,1638556338,1640279516,61ad291ab0d5703410eccfa9,True,3,42.06,10,31
61ad37e1ff41f4be8fa0d426,1636651596,1638368799,61ad2914b0d5703410eccf9d,True,28,55.23,10,22
61ad37e1ff41f4be8fa0d427,1635977446,1637584785,61ad291cb0d5703410eccfac,False,7,90.35,5,59
61ad37e1ff41f4be8fa0d428,1637178792,1637609019,61ad291ab0d5703410eccfa8,False,13,45.79,10,5
61ad37e1ff41f4be8fa0d429,1635439840,1636773398,61ad291fb0d5703410eccfb3,False,12,97.03,5,93
61ad37e1ff41f4be8fa0d42a,1636094536,1636343355,61ad2914b0d5703410eccf9c,False,2,92.04,5,11
61ad37e1ff41f4be8fa0d42b,1636565576,1638179562,61ad2915b0d5703410eccf9e,True,21,14.44,15,10
61ad37e1ff41f4be8fa0d42c,1637076739,1638591346,61ad291eb0d5703410eccfb0,True,16,17.88,10,9
61ad37e1ff41f4be8fa0d42d,1636990133,1637702459,61ad2915b0d5703410eccf9f,True,1,80.74,5,33
